Operational Profile,Engine Load (%),Potencia Maxima (kw),Engines Running,Speed (kn),Draft Bow (m),Draft Stern (m),DURAÇÃO (h),MDO (m³),MDO (m³/h),Consumo Estimado (m³/h),Consumo Estimado (g/kWh),Consumo Estimado,Unnamed: 13
Eco Transit,0.23,533.6,2.0,4.24178992,4.55142017,4.06413445,0.1983333333333333,0.08582,0.4327058823529412,0.0296233811902272,243.9553,487.9106,0.6548196085967457
Transit,0.35,812.0,2.0,10.70227443,4.44879141,4.49737145,1.6033333333333335,1.210916,0.7552490644490645,0.0417576012556818,225.9805,451.961,0.9655156912158384
Transit,0.31,719.2,2.0,9.177874,2.595724,4.299643,0.145,0.096674,0.6667172413793103,0.0378999345356818,231.5689,463.1378,0.6079614525551665
Fast Transit,0.35,812.0,2.0,11.09521429,4.547,3.97,0.0038888888888888,0.003091,0.7948285714285714,0.0417576012556818,225.9805,451.961,12.509414835225437
Eco Transit,0.21,487.2,2.0,5.47580303,4.52506061,4.14006061,0.0183333333333333,0.007413,0.4043454545454545,0.0274186958038636,247.3039,494.6078,2.698731391321143
Eco Transit,0.21,487.2,2.0,5.992,4.526,3.778,0.0155555555555555,0.00577701,0.3713792142857143,0.0274186958038636,247.3039,494.6078,3.746174198047716
Eco Transit,0.21,487.2,2.0,4.54721127,4.71229577,4.12759155,0.0197222222222222,0.007087,0.3593408450704226,0.0274186958038636,247.3039,494.6078,2.8688719915145526
Eco Transit,0.32,742.4,2.0,8.54138211,4.24865041,4.26364228,0.1366666666666666,0.094761,0.6933731707317073,0.0388800932363636,230.134,460.268,0.5897036414098242
Eco Transit,0.25,580.0,2.0,4.84775,2.596,3.722625,0.0155555555555555,0.00820999,0.5277850714285715,0.0317706546875,240.7075,481.415,2.869755588922765
Eco Transit,0.33,765.6,2.0,8.93442857,4.289,4.27347619,0.0291666666666666,0.02049599,0.7027196571428571,0.0398494911675,228.72430000000003,457.44860000000006,0.9442579337470404
Eco Transit,0.26,603.2,2.0,7.23776289,2.53385567,4.43435052,0.0538888888888888,0.027756,0.515059793814433,0.0328237598118181,239.1214,478.2428000000001,0.1825824979038112
Transit,0.36,835.1999999999999,2.0,9.05039326,2.567,3.8364382,0.0247222222222222,0.019145,0.7744044943820224,0.04269711168,224.64640000000003,449.29280000000006,1.2301964836772006
Fast Transit,0.31,719.2,2.0,11.0481203,4.44,4.7903985,0.0369444444444444,0.02507799,0.6788027368421052,0.0378999345356818,231.5689,463.1378,0.5112827836553817
Eco Transit,0.22,510.4,2.0,6.01781731,4.5707029,4.15375172,0.7283333333333334,0.293696,0.4032439359267734,0.02852841455,245.617,491.234,0.9028641365561668
Transit,0.35,812.0,2.0,9.29484262,2.56235082,3.83825574,0.0847222222222222,0.065266,0.770352786885246,0.0417576012556818,225.9805,451.961,0.3601936497459349
Fast Transit,0.33,765.6,2.0,11.3464698,2.57104499,4.11241508,0.6852777777777778,0.495034,0.7223844345358735,0.0398494911675,228.72430000000003,457.44860000000006,0.9195015066288376
Eco Transit,0.29,672.8,2.0,8.94018519,2.519,3.68222222,0.045,0.027163,0.6036222222222223,0.0359057382911363,234.5143,469.0286,0.3218620289046263
Eco Transit,0.29,672.8,2.0,8.87408333,4.52933333,3.882875,0.0266666666666666,0.015933,0.5974875000000001,0.0359057382911363,234.5143,469.0286,1.2535453644094876
Eco Transit,0.33,765.6,2.0,8.783584,2.548452,4.434399,0.0280555555555555,0.019911,0.7096990099009901,0.0398494911675,228.72430000000003,457.44860000000006,1.00138070250113
Eco Transit,0.32,742.4,2.0,8.93884906,2.476,4.711,0.0147222222222222,0.010062,0.683456603773585,0.0388800932363636,230.134,460.268,2.8640521999963866
Eco Transit,0.19,440.8,2.0,4.71567445,4.56399065,4.22432866,0.535,0.170845,0.3193364485981308,0.0251534054593181,250.7533,501.5066000000001,0.8527706080990478
Eco Transit,0.29,672.8,2.0,8.96888,4.526,3.86838,0.0138888888888888,0.00814501,0.58644072,0.0359057382911363,234.5143,469.0286,3.40831113665132
Transit,0.34,788.8000000000001,2.0,10.28140898,4.55778483,4.30782226,12.334166666666668,9.155148,0.7422591446523884,0.0408085274627272,227.33980000000005,454.6796000000001,0.995542559501744
Transit,0.35,812.0,2.0,9.47735562,4.66093574,4.05875973,1.3919444444444444,1.04777,0.7527383755737379,0.0417576012556818,225.9805,451.961,0.9601462140969088
Eco Transit,0.23,533.6,2.0,6.75439157,4.54845181,4.03535542,0.2305555555555555,0.100001,0.4337392771084337,0.0296233811902272,243.9553,487.9106,0.7037691504062231
Transit,0.31,719.2,2.0,9.23330749,2.469,4.67451872,0.1038888888888888,0.070193,0.6756545454545455,0.0378999345356818,231.5689,463.1378,0.4600610525881238
Eco Transit,0.23,533.6,2.0,5.41318642,4.59153395,4.02473993,0.2413888888888889,0.106157,0.4397758342922899,0.0296233811902272,243.9553,487.9106,0.7209474533923595
Transit,0.32,742.4,2.0,10.973,4.826,4.936,0.0066666666666666,0.00475,0.7124999999999999,0.0388800932363636,230.134,460.268,7.185282786602873
Fast Transit,0.35,812.0,2.0,11.116,4.379,3.828,0.0033333333333333,0.0026,0.7799999999999999,0.0417576012556818,225.9805,451.961,15.06061586756993
Transit,0.33,765.6,2.0,9.035,4.29022222,4.26922222,0.0174999999999999,0.012152,0.6944,0.0398494911675,228.72430000000003,457.44860000000006,2.2792537168778804
Eco Transit,0.29,672.8,2.0,8.923,4.494,3.843,0.0030555555555555,0.001839,0.6018545454545454,0.0359057382911363,234.5143,469.0286,18.524599397029014
Fast Transit,0.37,858.4,2.0,11.04534066,4.54456044,4.52718681,0.1011111111111111,0.08540999,0.8447141868131869,0.0436274578693181,223.3375,446.675,0.489199590477435
Eco Transit,0.22,510.4,2.0,6.82409784,4.61121871,4.52206043,0.3861111111111111,0.168485,0.4363640287769784,0.02852841455,245.617,491.234,0.8306768285010535
Eco Transit,0.25,580.0,2.0,6.51912953,2.65173545,4.44496622,0.2041666666666667,0.100054,0.4900604081632653,0.0317706546875,240.7075,481.415,0.6824649220670836
Transit,0.33,765.6,2.0,9.00351852,4.30896296,4.346,0.015,0.01057999,0.7053326666666666,0.0398494911675,228.72430000000003,457.44860000000006,2.76649610892827
Transit,0.36,835.1999999999999,2.0,9.39134149,4.5793978,4.90086047,0.2269444444444444,0.17580415,0.7746572093023255,0.04269711168,224.64640000000003,449.29280000000006,0.7571325154724732
Eco Transit,0.21,487.2,2.0,4.962043,4.550827,4.706,0.0652777777777777,0.025699,0.3936868085106382,0.0274186958038636,247.3039,494.6078,0.0669168373813625
Transit,0.34,788.8000000000001,2.0,10.13978115,4.49501831,3.98056993,10.920833333333333,8.326567,0.7624479511636781,0.0408085274627272,227.33980000000005,454.6796000000001,0.9950989972863092
Transit,0.32,742.4,2.0,9.30534769,2.356,4.38061846,0.0902777777777777,0.06239101,0.6911004184615385,0.0388800932363636,230.134,460.268,0.3768318025888081
Eco Transit,0.23,533.6,2.0,4.842357,2.515002,4.61659,0.0808333333333333,0.036356,0.4497649484536082,0.0296233811902272,243.9553,487.9106,0.1851859063090747
Transit,0.36,835.1999999999999,2.0,9.12738776,4.611,3.99980612,0.0272222222222222,0.021282,0.7817877551020407,0.04269711168,224.64640000000003,449.29280000000006,1.00625466027629
Transit,0.32,742.4,2.0,9.59658767,2.48887815,3.9506433,1.7166666666666668,1.168129,0.680463495145631,0.0388800932363636,230.134,460.268,0.9667159250079712
Eco Transit,0.35,812.0,2.0,8.749,4.447,4.1565,0.0316666666666666,0.023824,0.7523368421052633,0.0417576012556818,225.9805,451.961,0.7527535785628698
Transit,0.32,742.4,2.0,9.07623577,2.485,4.81496748,0.0341666666666666,0.023329,0.6828,0.0388800932363636,230.134,460.268,0.6665992214138473
Transit,0.23,533.6,2.0,9.1584375,4.661,3.919,0.0355555555555555,0.01545901,0.43478465625,0.0296233811902272,243.9553,487.9106,0.916253446386753
Eco Transit,0.19,440.8,2.0,4.15376,4.6704,4.72328,0.0277777777777777,0.008989,0.323604,0.0251534054593181,250.7533,501.5066000000001,1.7982429034729317
Transit,0.33,765.6,1.99940012,10.33977085,2.50866497,4.06733113,0.9261111111111112,0.657895,0.7103845230953809,0.0398494911675,228.72430000000003,457.44860000000006,0.9394287976538808
Eco Transit,0.25,580.0,2.0,4.36505,4.793436,4.206954,0.0277777777777777,0.013681,0.492516,0.0317706546875,240.7075,481.415,1.322246523463198
Transit,0.37,858.4,2.0,10.95872987,4.60496064,4.45457245,0.1552777777777777,0.130566,0.8408543828264758,0.0436274578693181,223.3375,446.675,0.6658589688792015
Eco Transit,0.36,835.1999999999999,2.0,8.64769565,2.562,3.837,0.0127777777777777,0.010198,0.798104347826087,0.04269711168,224.64640000000003,449.29280000000006,3.1868122847617184
Eco Transit,0.29,672.8,2.0,8.91,4.68,4.074,0.005,0.003078,0.6156,0.0359057382911363,234.5143,469.0286,10.66528209588576
Fast Transit,0.31,719.2,2.0,11.03308824,2.55602941,3.794,0.0377777777777777,0.024779,0.6559147058823529,0.0378999345356818,231.5689,463.1378,0.5295183234061839
Transit,0.27,626.4000000000001,2.0,9.05992982,4.708,3.502,0.0158333333333333,0.008856,0.5593263157894736,0.0338637093647727,237.5605,475.121,2.823815420593127
Eco Transit,0.34,788.8000000000001,2.0,8.89970588,2.561,4.02505882,0.0141666666666666,0.010445,0.7372941176470588,0.0408085274627272,227.33980000000005,454.6796000000001,2.906991619217548
Eco Transit,0.26,603.2,2.0,6.54481535,2.52212536,3.67315841,0.2858333333333333,0.15165499,0.5305713935860058,0.0328237598118181,239.1214,478.2428000000001,0.7835629423613547
Eco Transit,0.32,742.4,2.0,8.61,4.514,3.686,0.0044444444444444,0.003152,0.7091999999999999,0.0388800932363636,230.134,460.268,11.335054960775269
Transit,0.3,696.0,2.0,10.98953846,2.546,4.166,0.0072222222222222,0.004664,0.6457846153846154,0.0369086159318181,233.029,466.0580000000001,6.913511134609387
Transit,0.37,858.4,2.0,10.516,4.375,3.821,0.0063888888888888,0.005256,0.8226782608695652,0.0436274578693181,223.3375,446.675,7.300505682899198
Transit,0.36,835.1999999999999,2.0,9.04760731,4.60512785,3.98539269,0.0608333333333333,0.047685,0.7838630136986301,0.04269711168,224.64640000000003,449.29280000000006,0.1046007826360489
Eco Transit,0.19,440.8,2.0,4.10369732,4.53288889,3.88187739,0.0725,0.024116,0.3326344827586207,0.0251534054593181,250.7533,501.5066000000001,0.0430173104709813
Eco Transit,0.35,812.0,2.0,8.924087,2.603367,4.541288,0.0063888888888888,0.004991,0.7811999999999999,0.0417576012556818,225.9805,451.961,7.366580095307917
Eco Transit,0.3,696.0,2.0,8.1877878,2.60995503,4.44064265,1.056388888888889,0.681211,0.6448486983960031,0.0369086159318181,233.029,466.0580000000001,0.945819113414466
Transit,0.31,719.2,2.0,9.18398463,2.60888834,4.13909067,1.1230555555555557,0.749249,0.667152213702696,0.0378999345356818,231.5689,463.1378,0.9494161026098376
Eco Transit,0.19,440.8,2.0,4.436,4.664,3.928,0.0044444444444444,0.00144,0.324,0.0251534054593181,250.7533,501.5066000000001,16.467642680082072
Fast Transit,0.29,672.8,2.0,11.10864437,2.50314613,4.14691901,0.1577777777777777,0.099656,0.6316225352112677,0.0359057382911363,234.5143,469.0286,0.6397031960831625
Transit,0.34,788.8000000000001,2.0,9.08559574,4.691,3.422,0.0130555555555555,0.009879,0.7566893617021276,0.0408085274627272,227.33980000000005,454.6796000000001,3.1308358601809174
Transit,0.31,719.2,2.0,10.94552941,2.55794118,3.784,0.0141666666666666,0.009271,0.6544235294117647,0.0378999345356818,231.5689,463.1378,3.0880093340181025
Fast Transit,0.32,742.4,2.0,11.06018954,4.42645752,4.81230719,0.0424999999999999,0.030155,0.709529411764706,0.0388800932363636,230.134,460.268,0.2893415100767249
Transit,0.33,765.6,2.0,9.053726,4.754371,4.592282,0.1163888888888889,0.080725,0.6935799522673031,0.0398494911675,228.72430000000003,457.44860000000006,0.5063550180551254
Eco Transit,0.31,719.2,2.0,8.97758,2.610916,4.134179,0.0138888888888888,0.009341,0.672552,0.0378999345356818,231.5689,463.1378,3.0573744283997244
Transit,0.34,788.8000000000001,2.0,9.29378344,4.45649682,4.16987261,0.0436111111111111,0.032198,0.7382980891719744,0.0408085274627272,227.33980000000005,454.6796000000001,0.2674242953825482
Eco Transit,0.25,580.0,2.0,7.782095,2.481637,3.779207,0.0991666666666666,0.0477179999999999,0.4811899159663865,0.0317706546875,240.7075,481.415,0.3341997844104947
Eco Transit,0.19,440.8,2.0,5.59293333,4.455,4.80476667,0.025,0.008318,0.33272,0.0251534054593181,250.7533,501.5066000000001,2.0239727650057926
Eco Transit,0.34,788.8000000000001,2.0,8.85784615,2.5248022,4.239,0.0252777777777777,0.018214,0.7205538461538462,0.0408085274627272,227.33980000000005,454.6796000000001,1.240503319574354
Eco Transit,0.33,765.6,1.14285714,10.373,2.507,4.062,0.0038888888888888,0.001583,0.4070571428571428,0.0398494911675,228.72430000000003,457.44860000000006,24.17339934775742
Fast Transit,0.35,812.0,2.0,10.99243827,4.54617901,3.93185802,0.09,0.071036,0.7892888888888889,0.0417576012556818,225.9805,451.961,0.4121628293304548
Fast Transit,0.28,649.6,2.0,11.08695187,2.48119155,4.35341552,0.2827777777777778,0.15804,0.5588840864440079,0.03489090248,236.02480000000003,472.04960000000005,0.7792273950898506
Transit,0.36,835.1999999999999,2.0,9.04006122,4.611,4.002,0.0136111111111111,0.01064899,0.7823747755102042,0.04269711168,224.64640000000003,449.29280000000006,3.009498711145376
Eco Transit,0.23,533.6,2.0,7.90577419,4.461,3.81293548,0.0172222222222222,0.010332,0.5999225806451612,0.0296233811902272,243.9553,487.9106,1.867148779541936
Transit,0.3,696.0,2.0,10.94882353,4.44,4.79,0.0188888888888888,0.01235499,0.6540877058823529,0.0369086159318181,233.029,466.0580000000001,1.987344864853649
Eco Transit,0.34,788.8000000000001,2.0,8.78921777,2.52769914,4.23244699,0.0969444444444444,0.070698,0.7292630372492837,0.0408085274627272,227.33980000000005,454.6796000000001,0.4227767763907425
Eco Transit,0.28,649.6,2.0,8.92574227,4.453,3.85286598,0.0269444444444444,0.01558699,0.5784862268041238,0.03489090248,236.02480000000003,472.04960000000005,1.2384631336775096
Transit,0.34,788.8000000000001,2.0,10.42225638,2.37728905,4.62085641,3.6827777777777775,2.76858999,0.751766779604767,0.0408085274627272,227.33980000000005,454.6796000000001,0.9852601766205448
Eco Transit,0.23,533.6,2.0,5.0538018,4.89184685,4.02536036,0.0925,0.039955,0.4319459459459459,0.0296233811902272,243.9553,487.9106,0.2585813742903947
Transit,0.33,765.6,2.0,10.95282297,4.42541627,4.80841627,0.0580555555555555,0.04156599,0.7159692057416267,0.0398494911675,228.72430000000003,457.44860000000006,0.0412957524288485
Transit,0.29,672.8,2.0,10.966,2.586,4.596,0.0086111111111111,0.00513301,0.5960914838709678,0.0359057382911363,234.5143,469.0286,5.995064940675425
Eco Transit,0.29,672.8,2.0,8.6829899,4.52280808,3.86340404,0.0275,0.016537,0.6013454545454545,0.0359057382911363,234.5143,469.0286,1.1712365175749149
Transit,0.33,765.6,2.0,9.13021886,2.55704377,4.23195286,0.0825,0.058415,0.7080606060606061,0.0398494911675,228.72430000000003,457.44860000000006,0.3178209164170162
Transit,0.29,672.8,2.0,9.02,4.529,3.876,0.0091666666666666,0.005442,0.5936727272727272,0.0359057382911363,234.5143,469.0286,5.59789384254619
Fast Transit,0.3,696.0,2.0,11.119,4.444,4.783,0.0033333333333333,0.00218,0.654,0.0369086159318181,233.029,466.0580000000001,15.930557766889072
Eco Transit,0.35,812.0,2.0,8.90611429,4.45162857,4.157,0.0097222222222222,0.007325,0.7534285714285714,0.0417576012556818,225.9805,451.961,4.700696417157928
Fast Transit,0.29,672.8,2.0,11.073,2.586,4.595,0.0077777777777777,0.004654,0.5983714285714286,0.0359057382911363,234.5143,469.0286,6.715027565779193
Eco Transit,0.2,464.0,2.0,4.07778082,2.46156164,4.11324658,0.0608333333333333,0.020774,0.3414904109589041,0.0262938258181818,249.016,498.032,0.2657083767296532
Eco Transit,0.33,765.6,2.0,8.848,4.27760606,4.24678788,0.0275,0.019434,0.706690909090909,0.0398494911675,228.72430000000003,457.44860000000006,1.050503816378512
Transit,0.37,858.4,2.0,10.98387552,4.57683402,4.46849793,0.0669444444444444,0.056262,0.8404282157676348,0.0436274578693181,223.3375,446.675,0.2245661748725928
Eco Transit,0.33,765.6,2.0,8.92130233,2.545,4.242,0.0238888888888888,0.01713001,0.7170701860465116,0.0398494911675,228.72430000000003,457.44860000000006,1.326297017193802
Eco Transit,0.32,742.4,2.0,7.03894702,2.56145695,4.041,0.0419444444444444,0.027881,0.664712582781457,0.0388800932363636,230.134,460.268,0.3945013893462803
Eco Transit,0.29,672.8,2.0,7.35579688,2.44842578,4.11538281,0.0711111111111111,0.040785,0.5735390625,0.0359057382911363,234.5143,469.0286,0.1196337307555139
Eco Transit,0.26,603.2,2.0,6.48325651,4.65717435,4.75243086,0.1386111111111111,0.070106,0.505774749498998,0.0328237598118181,239.1214,478.2428000000001,0.5317981369380912
Transit,0.32,742.4,2.0,9.19517241,4.28137931,4.26313793,0.0161111111111111,0.011207,0.6956068965517241,0.0388800932363636,230.134,460.268,2.46926860322688
Eco Transit,0.37,858.4,2.0,8.87960674,4.573,4.8444382,0.0247222222222222,0.019935,0.8063595505617979,0.0436274578693181,223.3375,446.675,1.1884854712474633
Eco Transit,0.23,533.6,2.0,4.266778,2.609972,4.522086,0.0125,0.006038,0.4830399999999999,0.0296233811902272,243.9553,487.9106,3.90615786522479
Transit,0.35,812.0,2.0,9.05863492,4.85339683,4.67339683,0.0174999999999999,0.013765,0.7865714285714286,0.0417576012556818,225.9805,451.961,2.0336070654327507
Fast Transit,0.35,812.0,2.0,10.97678947,4.55752632,3.952,0.0211111111111111,0.016765,0.7941315789473683,0.0417576012556818,225.9805,451.961,1.4907605878724617
Eco Transit,0.2,464.0,2.0,6.33937209,2.587,4.61324419,0.0477777777777777,0.016428,0.3438418604651163,0.0262938258181818,249.016,498.032,0.6005494167386057
Transit,0.32,742.4,2.0,10.69338336,4.64833482,3.83750033,1.2419444444444443,0.860514,0.6928764034891522,0.0388800932363636,230.134,460.268,0.9548175936285016
Transit,0.28,649.6,2.0,10.94817647,2.588,4.586,0.0188888888888888,0.010973,0.5809235294117647,0.03489090248,236.02480000000003,472.04960000000005,2.179704955800602
Eco Transit,0.24,556.8,2.0,6.24582528,4.93214491,3.82576259,0.8108333333333334,0.380257,0.4689706063720452,0.0307039948581818,242.3188,484.6376,0.9192546229045572
Transit,0.3,696.0,2.0,10.89312329,2.54943836,4.16009361,0.365,0.235598,0.6454739726027398,0.0369086159318181,233.029,466.0580000000001,0.8433407077656934
Transit,0.34,788.8000000000001,2.0,9.0755,2.535,4.499,0.0144444444444444,0.010581,0.7325307692307693,0.0408085274627272,227.33980000000005,454.6796000000001,2.856774167160692
Eco Transit,0.38,881.6,2.0,8.9514,4.517,4.339,0.0041666666666666,0.003565,0.8556,0.0445490389572727,222.0538,444.1076000000001,11.496224111436952
Eco Transit,0.27,626.4000000000001,2.0,7.44679307,4.77430473,4.25554865,0.4116666666666667,0.225147,0.5469157894736842,0.0338637093647727,237.5605,475.121,0.8495928910233193
Eco Transit,0.23,533.6,2.0,7.21638409,2.51748557,4.66046243,0.7436111111111111,0.336805,0.4529316398954053,0.0296233811902272,243.9553,487.9106,0.9120458983975082
Eco Transit,0.28,649.6,2.0,7.175744,4.469801,4.061726,0.0336111111111111,0.019307,0.5744231404958677,0.03489090248,236.02480000000003,472.04960000000005,0.8071633335059825
Transit,0.32,742.4,2.0,10.24903711,4.62569752,4.37042033,2.53,1.7653675,0.6977737154150198,0.0388800932363636,230.134,460.268,0.977976204254149
Transit,0.28,649.6,1.99814299,10.59011699,2.45292201,4.33971588,1.1966666666666668,0.666314,0.556808356545961,0.03489090248,236.02480000000003,472.04960000000005,0.9476359456952728
Transit,0.29,672.8,2.0,9.35925852,4.46875792,3.82140481,1.386111111111111,0.80871399,0.5834409547094188,0.0359057382911363,234.5143,469.0286,0.9556014379185694
Transit,0.35,812.0,2.0,9.09788235,2.559,3.821,0.0141666666666666,0.01100301,0.7766830588235295,0.0417576012556818,225.9805,451.961,2.795107089394794
Eco Transit,0.34,788.8000000000001,2.0,8.75480451,2.534,4.22543609,0.0369444444444444,0.02704301,0.7319912481203007,0.0408085274627272,227.33980000000005,454.6796000000001,0.50902312511541
Eco Transit,0.2,464.0,2.0,6.159792,4.786581,4.164486,0.0441666666666666,0.014762,0.334233962264151,0.0262938258181818,249.016,498.032,0.7811831606951508
Fast Transit,0.28,649.6,2.0,11.02383158,2.473,4.3525,0.0527777777777777,0.029441,0.5578294736842105,0.03489090248,236.02480000000003,472.04960000000005,0.1851126823137804
Transit,0.28,649.6,2.0,9.11628571,4.445,3.864,0.0058333333333333,0.0033605,0.5760857142857143,0.03489090248,236.02480000000003,472.04960000000005,9.382652129147449
Transit,0.32,742.4,2.0,10.99459735,2.62016372,3.87665487,0.0627777777777777,0.04342799,0.6917732920353982,0.0388800932363636,230.134,460.268,0.1047227091015807
Eco Transit,0.33,765.6,2.0,8.2761232,4.90371319,4.72169297,0.2886111111111111,0.211607,0.733190760346487,0.0398494911675,228.72430000000003,457.44860000000006,0.8116816023690142
Eco Transit,0.32,742.4,2.0,8.92284211,4.28043421,4.27213158,0.0211111111111111,0.014634,0.6931894736842105,0.0388800932363636,230.134,460.268,1.6568329394809105
Transit,0.28,649.6,2.0,9.04290076,4.44325191,3.86312977,0.0363888888888888,0.020714,0.5692396946564886,0.03489090248,236.02480000000003,472.04960000000005,0.6844116288500535
Eco Transit,0.3,696.0,2.0,5.73908406,2.50072226,4.56172966,0.4130555555555555,0.257091,0.6224126429051783,0.0369086159318181,233.029,466.0580000000001,0.8564375418360884
Transit,0.31,719.2,2.0,9.47907327,2.55586539,4.40411275,3.0725,1.989807,0.6476182262001627,0.0378999345356818,231.5689,463.1378,0.9809529594902008
Transit,0.33,765.6,2.0,10.8878087,4.64949565,4.14966957,0.1597222222222222,0.111877,0.7004473043478262,0.0398494911675,228.72430000000003,457.44860000000006,0.6438097985510873
Transit,0.31,719.2,2.0,9.117135,2.505607,4.245308,0.0863888888888888,0.057598,0.6667292604501608,0.0378999345356818,231.5689,463.1378,0.3419921779283686
Eco Transit,0.33,765.6,2.0,8.95004348,2.556,4.244,0.0063888888888888,0.004535,0.7098260869565217,0.0398494911675,228.72430000000003,457.44860000000006,7.787098383131203
Eco Transit,0.33,765.6,2.0,8.83918182,4.238,4.249,0.0061111111111111,0.004275,0.6995454545454546,0.0398494911675,228.72430000000003,457.44860000000006,8.321518401754386
Transit,0.32,742.4,2.0,10.957,4.427,4.813,0.0030555555555555,0.002181,0.7137818181818182,0.0388800932363636,230.134,460.268,16.826727756241922
Transit,0.29,672.8,2.0,9.032,2.519,3.679,0.0030555555555555,0.001841,0.6025090909090909,0.0359057382911363,234.5143,469.0286,18.50338853402301
Transit,0.3,696.0,2.0,10.67674658,4.49749315,3.72361644,0.1216666666666666,0.077289,0.6352520547945205,0.0369086159318181,233.029,466.0580000000001,0.522459652320276
Eco Transit,0.22,510.4,2.0,7.50372553,4.65328129,3.71586345,1.2205555555555556,0.51760101,0.4240700127446518,0.02852841455,245.617,491.234,0.9448833870127108
Fast Transit,0.45,1044.0,2.0,11.283893,2.510651,4.585907,0.0494444444444444,0.055361,1.1196606741573034,0.0507882109602272,213.7735,427.547,0.0825994660460019
Transit,0.34,788.8000000000001,2.0,9.23853612,2.60098348,4.54014846,0.0191666666666666,0.014382,0.7503652173913045,0.0408085274627272,227.33980000000005,454.6796000000001,1.8374723586933168
Fast Transit,0.29,672.8,2.0,11.00141667,2.494,4.16241667,0.0033333333333333,0.002052,0.6155999999999999,0.0359057382911363,234.5143,469.0286,16.49792314382864
Eco Transit,0.22,510.4,2.0,4.24567961,4.72357282,3.51026214,0.0572222222222222,0.023844,0.4166912621359223,0.02852841455,245.617,491.234,0.1964609356651569
Eco Transit,0.29,672.8,2.0,7.47502453,4.87347252,4.23392774,0.0452777777777777,0.026622,0.5879705521472393,0.0359057382911363,234.5143,469.0286,0.3487242991186374
Eco Transit,0.21,487.2,2.0,6.68422145,4.661,3.919,0.6372222222222222,0.232638,0.3650814298169137,0.0274186958038636,247.3039,494.6078,0.882140081139523
Fast Transit,0.31,719.2,2.0,11.17136608,4.39988418,4.81745088,0.2686111111111111,0.181156,0.674417373319545,0.0378999345356818,231.5689,463.1378,0.7907884114482444
Eco Transit,0.29,672.8,2.0,8.80376147,4.46659633,3.81595413,0.0302777777777777,0.01777167,0.58695423853211,0.0359057382911363,234.5143,469.0286,1.0203919097719216
Transit,0.31,719.2,2.0,10.58439508,2.50061878,4.5097367,1.91,1.24166099,0.6500842879581152,0.0378999345356818,231.5689,463.1378,0.969476423241998
Fast Transit,0.35,812.0,2.0,11.01265104,4.41663542,4.44710417,0.0533333333333333,0.040417,0.75781875,0.0417576012556818,225.9805,451.961,0.0331692420437393
Transit,0.32,742.4,2.0,9.38497887,4.61231338,3.84167254,0.1577777777777777,0.11023,0.6986408450704226,0.0388800932363636,230.134,460.268,0.6472821079890806
Transit,0.32,742.4,2.0,9.03980612,4.24216327,4.26328571,0.0272222222222222,0.018767,0.6893999999999999,0.0388800932363636,230.134,460.268,1.0717266071489129
Eco Transit,0.22,510.4,2.0,4.73318681,4.50317033,4.42182967,0.0505555555555555,0.021792,0.4310505494505494,0.02852841455,245.617,491.234,0.3091232814794422
Eco Transit,0.36,835.1999999999999,2.0,8.82325,4.561,4.3778125,0.0044444444444444,0.003575,0.8043750000000001,0.04269711168,224.64640000000003,449.29280000000006,10.943248022377622
Eco Transit,0.35,812.0,2.0,8.7227931,4.53051724,4.10803448,0.0161111111111111,0.012401,0.7697172413793104,0.0417576012556818,225.9805,451.961,2.3672769337700035
Eco Transit,0.2,464.0,2.0,4.0538125,2.4143125,4.1546875,0.0088888888888888,0.00312001,0.3510011249999999,0.0262938258181818,249.016,498.032,7.427481263900378
Transit,0.36,835.1999999999999,2.0,9.04233333,2.56566667,3.84,0.0208333333333333,0.016278,0.781344,0.04269711168,224.64640000000003,449.29280000000006,1.6229949428676742
Fast Transit,0.35,812.0,2.0,11.301025,4.5195,4.3922,0.1333333333333333,0.103294,0.774705,0.0417576012556818,225.9805,451.961,0.5957403018986406
Transit,0.33,765.6,1.9972752,10.2666267,2.50959128,4.04255177,0.2038888888888889,0.144614,0.7092784741144413,0.0398494911675,228.72430000000003,457.44860000000006,0.7244423695665703
Transit,0.32,742.4,2.0,10.959,4.422,4.818,0.0030555555555555,0.002154,0.7049454545454545,0.0388800932363636,230.134,460.268,17.050182560985903
Eco Transit,0.36,835.1999999999999,2.0,8.66913187,2.565,3.96183516,0.0252777777777777,0.019803,0.7834153846153846,0.04269711168,224.64640000000003,449.29280000000006,1.1560931010452962
Eco Transit,0.31,719.2,2.0,8.82445865,4.54668922,3.71178697,0.1108333333333333,0.074951,0.6762496240601503,0.0378999345356818,231.5689,463.1378,0.4943371731440297
Eco Transit,0.34,788.8000000000001,2.0,8.92261972,2.486,4.21278873,0.0197222222222222,0.01463801,0.7422089577464789,0.0408085274627272,227.33980000000005,454.6796000000001,1.7878466719675206
Eco Transit,0.2,464.0,2.0,4.24826276,2.43817451,4.15961377,0.7019444444444444,0.245788,0.3501530668777207,0.0262938258181818,249.016,498.032,0.8930223370620949
Eco Transit,0.31,719.2,2.0,7.13152308,4.25343077,4.27035385,0.0361111111111111,0.023404,0.6481107692307694,0.0378999345356818,231.5689,463.1378,0.6193785051991894
Eco Transit,0.26,603.2,2.0,7.14141584,4.65689109,4.01452475,0.1122222222222222,0.057694,0.5141049504950496,0.0328237598118181,239.1214,478.2428000000001,0.4310715184972756
