Operational Profile,Engine Load (%),Potencia Maxima (kw),Engines Running,Speed (kn),Draft Bow (m),Draft Stern (m),DURAÇÃO (h),MDO (m³),MDO (m³/h),Consumo Estimado (m³/h),Consumo Estimado (g/kWh),Consumo Estimado,Unnamed: 13
Transit,0.35,812.0,2.0,9.46868363,2.56413894,3.94578213,0.4258333333333333,0.321666,0.7553800391389432,0.0417576012556818,225.9805,451.961,0.8701833539892875
Transit,0.33,765.6,1.9997413,10.33091269,2.50587582,4.04798875,2.1475,1.53348999,0.7140814854481956,0.0398494911675,228.72430000000003,457.44860000000006,0.9740138563490068
Eco Transit,0.27,626.4000000000001,2.0,8.96268493,4.711,3.53254795,0.0202777777777777,0.011607,0.5724,0.0338637093647727,237.5605,475.121,1.9175247148076795
Fast Transit,0.35,812.0,2.0,10.98655172,4.57865517,3.86648276,0.0483333333333333,0.038523,0.7970275862068966,0.0417576012556818,225.9805,451.961,0.0839654558492799
Transit,0.33,765.6,2.0,9.0638125,2.54,4.231,0.0044444444444444,0.003154,0.70965,0.0398494911675,228.72430000000003,457.44860000000006,11.634588195149018
Eco Transit,0.28,649.6,2.0,8.91,4.45,3.85409091,0.0122222222222222,0.007038,0.5758363636363636,0.03489090248,236.02480000000003,472.04960000000005,3.957502483660132
Eco Transit,0.33,765.6,2.0,8.812,4.287,4.289,0.0030555555555555,0.002144,0.7016727272727272,0.0398494911675,228.72430000000003,457.44860000000006,17.586516402751865
Transit,0.34,788.8000000000001,2.0,10.8312759,2.56284098,4.22372467,0.4080555555555555,0.307111,0.7526205582028591,0.0408085274627272,227.33980000000005,454.6796000000001,0.8671212445574165
Transit,0.34,788.8000000000001,2.0,9.27682766,4.45633868,4.15116433,0.1386111111111111,0.102225,0.73749498997996,0.0408085274627272,227.33980000000005,454.6796000000001,0.6007969922941816
Fast Transit,0.31,719.2,2.0,11.05636364,4.41,4.81198485,0.0183333333333333,0.012389,0.6757636363636363,0.0378999345356818,231.5689,463.1378,2.059160104583245
Eco Transit,0.31,719.2,2.0,8.60308166,4.62589781,3.89898586,0.6088888888888888,0.419159,0.6883998175182483,0.0378999345356818,231.5689,463.1378,0.9095810073607348
Eco Transit,0.29,672.8,2.0,8.80180451,4.459,3.81481955,0.1108333333333333,0.064403,0.5810796992481203,0.0359057382911363,234.5143,469.0286,0.442483451219099
Eco Transit,0.33,765.6,2.0,8.94202941,2.556,4.236,0.0188888888888888,0.01347799,0.7135406470588236,0.0398494911675,228.72430000000003,457.44860000000006,1.9566345699544216
Eco Transit,0.31,719.2,2.0,8.9081,2.515426,4.562107,0.0194444444444444,0.013172,0.6774171428571428,0.0378999345356818,231.5689,463.1378,1.8773105478045728
Eco Transit,0.37,858.4,2.0,8.70909259,4.578,4.89,0.015,0.01205501,0.8036673333333333,0.0436274578693181,223.3375,446.675,2.6190312467030874
Eco Transit,0.36,835.1999999999999,2.0,8.667876,2.422845,4.54694,0.4775,0.380085,0.7959895287958114,0.04269711168,224.64640000000003,449.29280000000006,0.8876643075101621
Eco Transit,0.23,533.6,2.0,4.97319989,4.577393,4.67039413,0.4919444444444444,0.212692,0.4323496329757199,0.0296233811902272,243.9553,487.9106,0.8607216952672067
Fast Transit,0.35,812.0,2.0,11.16082759,4.54610345,3.93833951,1.305,1.033549,0.7919915708812262,0.0417576012556818,225.9805,451.961,0.9595978504592604
Transit,0.32,742.4,2.0,8.960648,2.56982,4.493521,0.015,0.010532,0.7021333333333334,0.0388800932363636,230.134,460.268,2.6916153851465667
Transit,0.33,765.6,2.0,9.10835556,4.28237778,4.25531111,0.0375,0.02609799,0.6959464000000001,0.0398494911675,228.72430000000003,457.44860000000006,0.5269180181117396
Transit,0.35,812.0,2.0,10.97006364,4.5501,3.93442727,0.0916666666666666,0.072385,0.7896545454545456,0.0417576012556818,225.9805,451.961,0.4231180319723449
Transit,0.36,835.1999999999999,2.0,9.05405,2.56,3.8251,0.0166666666666666,0.012931,0.77586,0.04269711168,224.64640000000003,449.29280000000006,2.301918775036734
Eco Transit,0.24,556.8,2.0,5.20865589,4.7210003,4.29020317,0.9105555555555556,0.41043499,0.4507522769981696,0.0307039948581818,242.3188,484.6376,0.925191575751907
Fast Transit,0.35,812.0,2.0,11.332,4.38,3.826,0.0036111111111111,0.002923,0.8094461538461538,0.0417576012556818,225.9805,451.961,13.285871110394051
Transit,0.34,788.8000000000001,2.0,9.24982609,4.459,4.17065217,0.0191666666666666,0.014228,0.7423304347826087,0.0408085274627272,227.33980000000005,454.6796000000001,1.8681843873156652
Eco Transit,0.23,533.6,2.0,6.4586673,4.75396574,4.23773353,0.4405555555555556,0.191082,0.433729634300126,0.0296233811902272,243.9553,487.9106,0.8449703206464906
Eco Transit,0.37,858.4,2.0,8.69537931,4.572,4.85044828,0.0080555555555555,0.006513,0.8085103448275862,0.0436274578693181,223.3375,446.675,5.698519556167386
Transit,0.34,788.8000000000001,2.0,9.048,2.536,4.229,0.0105555555555555,0.00759101,0.7191483157894736,0.0408085274627272,227.33980000000005,454.6796000000001,4.3759022136352455
Eco Transit,0.37,858.4,2.0,8.70173867,4.576071,4.87041088,0.1838888888888888,0.14726001,0.8008097220543807,0.0436274578693181,223.3375,446.675,0.7037385922402275
Eco Transit,0.29,672.8,2.0,4.281246,2.515604,4.587107,0.0191666666666666,0.01295,0.6756521739130436,0.0359057382911363,234.5143,469.0286,1.7726438834854337
Transit,0.31,719.2,2.0,10.99611111,2.635,4.058,0.01,0.006461,0.6461,0.0378999345356818,231.5689,463.1378,4.865954888667672
Eco Transit,0.33,765.6,2.0,8.66119118,4.61208824,3.83697059,0.1888888888888888,0.141102,0.7470105882352942,0.0398494911675,228.72430000000003,457.44860000000006,0.7175837963494494
Eco Transit,0.35,812.0,2.0,8.78871429,4.4404898,4.14902041,0.0272222222222222,0.020525,0.7539795918367347,0.0417576012556818,225.9805,451.961,1.0344750916288337
Transit,0.31,719.2,2.04448069,10.63459908,4.47156431,4.24943539,7.493888888888889,5.202176,0.6941891022314478,0.0378999345356818,231.5689,463.1378,0.9927145997106438
Eco Transit,0.19,440.8,2.0,4.145,4.67,4.712,0.0058333333333333,0.001946,0.3336,0.0251534054593181,250.7533,501.5066000000001,11.92569653613473
Eco Transit,0.23,533.6,2.0,4.45805305,4.52134727,3.80079904,0.1727777777777777,0.075756,0.4384591639871383,0.0296233811902272,243.9553,487.9106,0.6089632347242822
Transit,0.35,812.0,2.0,10.99083193,4.54431373,3.91453501,0.0991666666666666,0.07823401,0.7889143865546219,0.0417576012556818,225.9805,451.961,0.4662474637861231
Transit,0.3,696.0,2.0,10.98947368,2.546,4.165,0.0052777777777777,0.003422,0.648378947368421,0.0369086159318181,233.029,466.0580000000001,9.78568554407311
Eco Transit,0.33,765.6,2.0,10.59425,2.486016,4.268331,0.0022222222222222,0.001588,0.7146,0.0398494911675,228.72430000000003,457.44860000000006,24.09413801479849
Transit,0.34,788.8000000000001,2.0,10.24162164,4.70777303,4.21993102,10.864166666666666,8.112585,0.7467286952519752,0.0408085274627272,227.33980000000005,454.6796000000001,0.9949697257455264
Eco Transit,0.2,464.0,2.0,4.53094381,4.48794568,3.50589858,0.5647222222222222,0.191969,0.3399352680767339,0.0262938258181818,249.016,498.032,0.8630308757237792
Transit,0.36,835.1999999999999,2.0,9.42451913,4.578,4.88796721,0.0508333333333333,0.039384,0.7747672131147542,0.04269711168,224.64640000000003,449.29280000000006,0.0841232906764168
Eco Transit,0.31,719.2,2.0,8.93646536,2.58545631,4.23041618,0.0888888888888888,0.058706,0.6604425,0.0378999345356818,231.5689,463.1378,0.3544112265240038
Eco Transit,0.29,672.8,2.0,6.822363,2.527962,3.721158,0.0375,0.021831,0.58216,0.0359057382911363,234.5143,469.0286,0.6447134025530835
Fast Transit,0.31,719.2,2.0,11.10078082,2.55767123,3.78932877,0.1013888888888888,0.066186,0.6527934246575342,0.0378999345356818,231.5689,463.1378,0.4273723365110169
Eco Transit,0.2,464.0,2.0,4.371652,2.44935307,4.12646502,1.3697222222222225,0.475136,0.3468849320624619,0.0262938258181818,249.016,498.032,0.9446604218198962
Transit,0.34,788.8000000000001,2.0,9.21713524,2.44600676,4.60667543,0.3697222222222222,0.275478,0.7450945154019535,0.0408085274627272,227.33980000000005,454.6796000000001,0.8518628439921617
Transit,0.29,672.8,2.0,9.154,4.529,3.877,0.0088888888888888,0.005289,0.5950125,0.0359057382911363,234.5143,469.0286,5.788757476108217
Eco Transit,0.22,510.4,2.0,4.21492063,4.5618127,3.80186349,0.0875,0.034583,0.3952342857142857,0.02852841455,245.617,491.234,0.1750740378220513
Fast Transit,0.37,858.4,2.0,11.01098718,4.54823077,4.52605128,0.065,0.054499,0.8384461538461538,0.0436274578693181,223.3375,446.675,0.1994814974711796
Eco Transit,0.23,533.6,2.0,4.8585322,4.64927797,4.35638983,0.0819444444444444,0.037363,0.4559552542372881,0.0296233811902272,243.9553,487.9106,0.2071466105444616
Transit,0.34,788.8000000000001,2.0,9.37069254,2.44584553,4.58168514,0.3758333333333333,0.280142,0.745388913525499,0.0408085274627272,227.33980000000005,454.6796000000001,0.8543291350003667
Eco Transit,0.36,835.1999999999999,2.0,8.778,4.542,3.909,0.0083333333333333,0.007021,0.84252,0.04269711168,224.64640000000003,449.29280000000006,5.081343352798747
Transit,0.36,835.1999999999999,2.0,9.131,4.626,4.017,0.0075,0.005892,0.7856,0.04269711168,224.64640000000003,449.29280000000006,6.24662452138493
Eco Transit,0.24,556.8,2.0,4.57444975,4.73193939,4.57612208,0.0580555555555555,0.026348,0.4538411483253589,0.0307039948581818,242.3188,484.6376,0.1653254462646811
Transit,0.35,812.0,2.0,9.16345161,2.562,3.85696774,0.0430555555555555,0.033504,0.7781574193548387,0.0417576012556818,225.9805,451.961,0.2463467423496244
Transit,0.29,672.8,2.0,9.250125,4.525375,3.873,0.0244444444444444,0.014416,0.5897454545454546,0.0359057382911363,234.5143,469.0286,1.4906866184195593
Fast Transit,0.2,464.0,2.0,12.891037,2.563789,4.517205,0.0075,0.002847,0.3796,0.0262938258181818,249.016,498.032,8.235625506913177
Fast Transit,0.33,765.6,2.0,11.0354,4.409,4.82604615,0.0180555555555555,0.013013,0.72072,0.0398494911675,228.72430000000003,457.44860000000006,2.062283191231845
Fast Transit,0.41,951.2,2.0,11.2106489,2.557,4.12695298,0.0886111111111111,0.080838,0.912278369905956,0.0472651829493181,218.3539,436.7078,0.4153098425329896
Eco Transit,0.31,719.2,2.0,8.84311628,4.54613953,3.71102326,0.0238888888888888,0.016139,0.6755860465116279,0.0378999345356818,231.5689,463.1378,1.3483446642097916
Eco Transit,0.25,580.0,2.0,4.959403,4.779674,4.211595,0.1475,0.069578,0.4717152542372881,0.0317706546875,240.7075,481.415,0.5433807426557243
Eco Transit,0.28,649.6,2.0,7.29164516,2.48683871,4.123,0.0430555555555555,0.02562,0.5950451612903226,0.03489090248,236.02480000000003,472.04960000000005,0.361861923497268
Transit,0.37,858.4,2.0,10.98552531,4.52624972,4.50390551,0.2469444444444444,0.207156,0.8388769403824522,0.0436274578693181,223.3375,446.675,0.7893980484788363
Eco Transit,0.22,510.4,2.0,4.60413793,2.635,4.025,0.0080555555555555,0.003376,0.4190896551724138,0.02852841455,245.617,491.234,7.45035976007109
Transit,0.33,765.6,2.0,10.02825832,4.5844602,4.29229857,11.145555555555555,7.897476,0.7085762536137973,0.0398494911675,228.72430000000003,457.44860000000006,0.9949541484940884
Transit,0.37,858.4,2.0,9.059,4.647,4.068,0.0080555555555555,0.00638499,0.7926194482758621,0.0436274578693181,223.3375,446.675,5.832815379400466
Transit,0.32,742.4,2.0,10.39325591,4.57479812,4.13683062,4.734722222222223,3.36356701,0.7104042966265767,0.0388800932363636,230.134,460.268,0.9884408150273886
Transit,0.35,812.0,2.0,9.14249231,2.56,3.82626154,0.0180555555555555,0.014065,0.7789846153846154,0.0417576012556818,225.9805,451.961,1.9689016178941925
Eco Transit,0.23,533.6,2.0,5.82559171,4.72492481,4.13912439,0.3952777777777778,0.172759,0.437057203092059,0.0296233811902272,243.9553,487.9106,0.82852771091389
Transit,0.29,672.8,2.0,9.13382609,2.5173913,3.68882609,0.0958333333333333,0.057704,0.602128695652174,0.0359057382911363,234.5143,469.0286,0.3777599769316448
Eco Transit,0.22,510.4,2.0,5.80899252,2.54266642,4.46362603,0.7427777777777778,0.29788199,0.401037832460733,0.02852841455,245.617,491.234,0.9042291393648876
Eco Transit,0.36,835.1999999999999,2.0,8.82328261,4.611,3.99841304,0.0255555555555555,0.02029701,0.7942308260869566,0.04269711168,224.64640000000003,449.29280000000006,1.1036158370124467
Transit,0.31,719.2,2.0,9.152719,2.610363,4.133833,0.6950000000000001,0.465624,0.6699625899280575,0.0378999345356818,231.5689,463.1378,0.9186039926299292
Fast Transit,0.32,742.4,2.0,11.03964,2.620804,3.876676,0.0694444444444444,0.04804201,0.691804944,0.0388800932363636,230.134,460.268,0.1907063581152487
Eco Transit,0.33,765.6,1.38461538,9.985,2.507,4.076,0.0036111111111111,0.001806,0.500123076923077,0.0398494911675,228.72430000000003,457.44860000000006,21.065056017441854
Eco Transit,0.2,464.0,2.0,5.972852,2.536714,4.266462,0.0244444444444444,0.008565,0.3503863636363636,0.0262938258181818,249.016,498.032,2.069915448707743
Fast Transit,0.31,719.2,2.0,11.01271053,2.632,4.05965789,0.0211111111111111,0.013663,0.6471947368421053,0.0378999345356818,231.5689,463.1378,1.7739101614346648
Transit,0.33,765.6,2.0,9.05738462,2.53,4.23746154,0.0108333333333333,0.00782,0.7218461538461539,0.0398494911675,228.72430000000003,457.44860000000006,4.095842860294117
Eco Transit,0.26,603.2,2.0,8.95667769,4.70138843,3.56017355,0.0672222222222222,0.035258,0.524499173553719,0.0328237598118181,239.1214,478.2428000000001,0.0690407904073349
Eco Transit,0.25,580.0,2.0,5.44452508,4.62634639,4.54036991,0.3544444444444444,0.166468,0.469658934169279,0.0317706546875,240.7075,481.415,0.8091485769787586
Eco Transit,0.2,464.0,2.0,6.03139073,2.521,3.97760265,0.0419444444444444,0.01471101,0.3507260662251655,0.0262938258181818,249.016,498.032,0.7873569400185179
Transit,0.29,672.8,2.0,9.23999472,4.68648285,4.0807467,0.1052777777777777,0.063745,0.6054934036939313,0.0359057382911363,234.5143,469.0286,0.4367285545354715
Eco Transit,0.29,672.8,2.0,8.71766667,4.466,3.81611111,0.0174999999999999,0.01038999,0.5937137142857144,0.0359057382911363,234.5143,469.0286,2.455801044191223
Transit,0.35,812.0,2.0,10.99642857,4.579,3.86453571,0.0155555555555555,0.012412,0.7979142857142857,0.0417576012556818,225.9805,451.961,2.3642927212118767
Eco Transit,0.24,556.8,2.0,6.65039904,2.56224506,4.14136549,0.9272222222222222,0.422047,0.4551735170760935,0.0307039948581818,242.3188,484.6376,0.9272498208536448
Fast Transit,0.33,765.6,2.0,11.01695522,4.41044776,4.82710448,0.0372222222222222,0.026776,0.7193552238805971,0.0398494911675,228.72430000000003,457.44860000000006,0.4882540770652823
Eco Transit,0.35,812.0,2.0,8.96542424,4.83848485,4.66648485,0.0275,0.02159899,0.7854178181818181,0.0417576012556818,225.9805,451.961,0.9333126806245022
Transit,0.32,742.4,2.0,10.96088372,4.84143023,4.95943023,0.0477777777777777,0.033829,0.7080488372093022,0.0388800932363636,230.134,460.268,0.1493125199197033
Transit,0.35,812.0,2.0,10.923,4.473,4.535,0.0030555555555555,0.002279,0.7458545454545454,0.0417576012556818,225.9805,451.961,17.32277369709601
Eco Transit,0.2,464.0,2.0,6.00765217,2.407,4.1991087,0.0127777777777777,0.004338,0.339495652173913,0.0262938258181818,249.016,498.032,5.061278427427806
Eco Transit,0.34,788.8000000000001,2.0,8.78030851,4.60158511,3.93758511,0.0261111111111111,0.02016801,0.7723918723404255,0.0408085274627272,227.33980000000005,454.6796000000001,1.0234285615054377
Eco Transit,0.36,835.1999999999999,2.0,8.781,2.559,3.82,0.0144444444444444,0.011352,0.7859076923076923,0.04269711168,224.64640000000003,449.29280000000006,2.761197293868922
Eco Transit,0.32,742.4,2.0,8.98202778,2.469,4.676,0.01,0.006828,0.6828,0.0388800932363636,230.134,460.268,4.694214006497312
Transit,0.37,858.4,2.0,10.92466111,4.60807308,4.46741575,0.7336111111111111,0.61559,0.839123059447179,0.0436274578693181,223.3375,446.675,0.9291290341472112
Eco Transit,0.19,440.8,2.0,3.9683871,2.456,4.14619355,0.0086111111111111,0.002911,0.3380516129032258,0.0251534054593181,250.7533,501.5066000000001,7.640812593376222
Eco Transit,0.23,533.6,2.0,5.55349628,4.89778117,4.72189595,0.6727777777777777,0.30515799,0.4535791758876961,0.0296233811902272,243.9553,487.9106,0.902924445169444
Transit,0.35,812.0,2.0,9.4235668,2.44897031,4.57646964,0.6175,0.473171,0.7662688259109312,0.0417576012556818,225.9805,451.961,0.911749449447067
Transit,0.35,812.0,2.0,9.10866667,2.566,3.861,0.0133333333333333,0.010343,0.7757249999999999,0.0417576012556818,225.9805,451.961,3.037281374425391
Transit,0.33,765.6,2.0,9.87354878,2.43116667,4.04233333,0.205,0.14381401,0.7015317560975609,0.0398494911675,228.72430000000003,457.44860000000006,0.7229095331706556
Transit,0.33,765.6,2.0,9.33545024,2.56194313,4.02425118,0.0586111111111111,0.04233,0.722218009478673,0.0398494911675,228.72430000000003,457.44860000000006,0.058599310949681
Eco Transit,0.33,765.6,2.0,9.320222,2.507542,3.661772,0.0025,0.001762,0.7048,0.0398494911675,228.72430000000003,457.44860000000006,21.61605628121453
Transit,0.34,788.8000000000001,2.0,9.14687692,2.561,4.02812308,0.0180555555555555,0.01312399,0.7268671384615385,0.0408085274627272,227.33980000000005,454.6796000000001,2.1094604204001435
Eco Transit,0.33,765.6,2.0,8.89436458,4.28811458,4.267375,0.0266666666666666,0.018744,0.7029000000000001,0.0398494911675,228.72430000000003,457.44860000000006,1.1259865112836107
Transit,0.35,812.0,2.0,10.04891397,4.52315682,4.00489162,18.058611111111112,14.305531,0.7921722723846734,0.0417576012556818,225.9805,451.961,0.997081017037698
Eco Transit,0.2,464.0,2.0,4.51856997,2.45313574,4.11346126,0.925,0.31937799,0.3452735027027027,0.0262938258181818,249.016,498.032,0.9176717662410556
Eco Transit,0.33,765.6,2.0,8.82456863,4.28515686,4.28284314,0.0141666666666666,0.01003,0.7080000000000001,0.0398494911675,228.72430000000003,457.44860000000006,2.97303002666999
Fast Transit,0.3,696.0,2.0,11.0142069,2.491,4.09237931,0.0322222222222222,0.02039299,0.6328858965517241,0.0369086159318181,233.029,466.0580000000001,0.8098677992691696
Transit,0.35,812.0,2.0,10.16991937,4.59352067,4.77306902,5.898055555555555,4.71255099,0.7990007801064383,0.0417576012556818,225.9805,451.961,0.9911390664325348
Fast Transit,0.32,742.4,2.0,11.04858716,2.61211009,3.87649541,0.0605555555555555,0.041887,0.6917119266055046,0.0388800932363636,230.134,460.268,0.0717861571283777
Eco Transit,0.28,649.6,2.0,7.7476116,4.55245526,4.40562733,0.8475,0.489577,0.57767197640118,0.03489090248,236.02480000000003,472.04960000000005,0.928732553857718
Transit,0.31,719.2,2.0,10.82936021,2.55867098,3.78494585,0.4719444444444444,0.307569,0.6517059446733372,0.0378999345356818,231.5689,463.1378,0.8767758306731762
Transit,0.29,672.8,2.0,9.083333,2.546717,4.434011,0.0108333333333333,0.007326,0.6762461538461538,0.0359057382911363,234.5143,469.0286,3.901138177878292
